prompt_id,use_case,difficulty,rows,unique_prompts,avg_latency,median_latency,p95_latency,min_latency,max_latency,avg_input_tokens,avg_output_tokens,avg_total_tokens,total_tokens,avg_answer_chars,errors,empty_answers,possible_truncations
website_generation_hard_19,website_generation,hard,6,1,53.842166666666664,52.644999999999996,77.79525,27.23,81.729,122.83333333333333,3309.0,3431.8333333333335,20591,9781.5,0,0,6
website_generation_hard_20,website_generation,hard,6,1,61.01283333333333,58.9175,95.16975000000001,29.495,106.558,124.16666666666667,3100.8333333333335,3225.0,19350,9922.166666666666,0,0,6
website_generation_medium_01,website_generation,medium,6,1,65.7845,52.420500000000004,126.18625,26.577,143.005,121.83333333333333,4024.1666666666665,4146.0,24876,9470.166666666666,0,0,6
website_generation_medium_02,website_generation,medium,6,1,49.59116666666666,59.89149999999999,79.18475000000001,12.622,82.658,119.83333333333333,2683.3333333333335,2803.1666666666665,16819,2348.1666666666665,0,1,3
website_generation_medium_03,website_generation,medium,6,1,42.16133333333333,43.6975,65.90025,12.786,67.255,113.83333333333333,2486.0,2599.8333333333335,15599,5441.5,0,0,3
website_generation_medium_04,website_generation,medium,6,1,41.31033333333333,44.5115,66.63825,12.12,68.364,118.16666666666667,2127.6666666666665,2245.8333333333335,13475,4972.166666666667,0,0,2
website_generation_medium_05,website_generation,medium,6,1,68.64883333333333,65.5625,116.6345,23.316,120.687,115.16666666666667,4066.6666666666665,4181.833333333333,25091,5516.5,0,1,4
website_generation_medium_06,website_generation,medium,6,1,54.751,55.291,87.9105,17.992,89.2,112.83333333333333,3332.6666666666665,3445.5,20673,6596.333333333333,0,0,4
website_generation_medium_07,website_generation,medium,6,1,59.79383333333334,62.9945,92.65625,25.739,95.374,112.83333333333333,3745.6666666666665,3858.5,23151,8415.666666666666,0,0,5
website_generation_medium_08,website_generation,medium,6,1,64.07533333333333,63.348,102.52275,22.251,105.854,110.83333333333333,3872.0,3982.8333333333335,23897,7972.5,0,0,4
website_generation_medium_09,website_generation,medium,6,1,43.1465,43.9755,76.65424999999999,5.84,77.845,111.16666666666667,2886.0,2997.1666666666665,17983,3252.1666666666665,0,1,4
website_generation_medium_10,website_generation,medium,6,1,46.4005,40.602000000000004,89.1935,8.199,93.515,110.16666666666667,3360.6666666666665,3470.8333333333335,20825,6401.666666666667,0,0,5
website_generation_medium_11,website_generation,medium,6,1,53.9295,52.4055,89.78325,8.529,89.856,118.16666666666667,3656.6666666666665,3774.8333333333335,22649,10091.0,0,0,6
website_generation_medium_12,website_generation,medium,6,1,38.197833333333335,42.551500000000004,66.28875000000001,8.305,70.418,114.83333333333333,2336.6666666666665,2451.5,14709,2309.3333333333335,0,1,2
website_generation_medium_13,website_generation,medium,6,1,47.31633333333334,45.875,70.12424999999999,21.076,70.66,112.83333333333333,2988.8333333333335,3101.6666666666665,18610,5595.833333333333,0,0,2
website_generation_medium_14,website_generation,medium,6,1,34.974,34.152,63.071,5.309,65.743,111.16666666666667,2462.8333333333335,2574.0,15444,6784.5,0,0,2
website_generation_medium_15,website_generation,medium,6,1,52.73583333333334,48.4705,89.751,17.931,95.623,111.83333333333333,3361.3333333333335,3473.1666666666665,20839,7136.666666666667,0,0,4
website_generation_medium_16,website_generation,medium,6,1,36.40133333333333,33.245,65.23825,9.933,68.16,117.66666666666667,1975.5,2093.1666666666665,12559,2511.3333333333335,0,0,2
website_generation_medium_17,website_generation,medium,6,1,49.79233333333334,51.286500000000004,79.8535,18.057,86.897,110.66666666666667,3027.5,3138.1666666666665,18829,8477.666666666666,0,0,3
website_generation_medium_18,website_generation,medium,6,1,50.773833333333336,51.114000000000004,89.038,6.044,94.595,115.66666666666667,3361.6666666666665,3477.3333333333335,20864,10159.333333333334,0,0,3
website_generation_medium_19,website_generation,medium,6,1,54.76533333333333,60.804,90.4965,13.579,94.959,115.16666666666667,2978.0,3093.1666666666665,18559,3467.8333333333335,0,0,3
website_generation_medium_20,website_generation,medium,6,1,59.93166666666667,49.9125,109.01375,24.492,114.672,116.83333333333333,3801.5,3918.3333333333335,23510,8035.166666666667,0,0,4
